HVO ID,Uniprot ID,Description,Protein q-value,Peptides,PSMs,Sequence Coverage,Dataset,Total Datasets,Predicted Processing,Molecular Weight,pI,Hydrophobicity,arCOG,arCOGlet
HVO_0309,D4GZT8,(menG) probable demethylmenaquinone methyltransferase,0.0,2,127,13.043478260869565,PXD007061,11,Cyt,23746,4.92,-0.46,arCOG04347,Q
HVO_0310,D4GZT9,(atpH) A-type ATP synthase subunit H,0.0,1,8,12.727272727272727,PXD007061,11,Cyt,12536,3.98,-1.01,arCOG03363,C
HVO_0311,D4GZU0,(atpI) A-type ATP synthase subunit I,0.0,13,787,23.874488403819917,PXD007061,12,>=2 TM,79455,4.33,0.13,arCOG04138,C
HVO_0313,Q48329,(atpE) A-type ATP synthase subunit E,0.0,6,418,57.21649484536083,PXD007061,12,Cyt,22012,4.19,-0.8,arCOG00869,C
HVO_0314,Q48330,(atpC) A-type ATP synthase subunit C,0.0,20,3923,57.758620689655174,PXD007061,12,Cyt,38734,4.39,-0.13,arCOG02459,C
HVO_0315,Q48331,(atpF) A-type ATP synthase subunit F,0.0,2,31,36.79245283018868,PXD007061,9,Cyt,11576,4.4,-0.41,arCOG04102,C
HVO_0316,Q48332,(atpA) A-type ATP synthase subunit A,0.0,24,3582,56.65529010238908,PXD007061,12,Cyt,64474,4.14,-0.32,arCOG00868,C
HVO_0317,Q48333,(atpB) A-type ATP synthase subunit B,0.0,22,2674,64.74358974358974,PXD007061,12,Cyt,51901,4.12,-0.42,arCOG00865,C
HVO_0318,D4GZU7,receiver/sensor/bat box HTH-10 family transcription regulator,0.0,5,19,10.486322188449847,PXD007061,5,Cyt,70668,4.49,-0.13,arCOG02276;arCOG02367,T
HVO_0319,D4GZU8,(atpD1) A-type ATP synthase subunit D,0.0,5,179,22.5531914893617,PXD007061,12,Cyt,26665,4.71,-0.74,arCOG04101,C
HVO_0321,D4GZV0,(arf1) peptide chain release factor aRF-1,0.0,20,874,55.55555555555556,PXD007061,11,Cyt,46553,4.68,-0.6,arCOG01742,J
HVO_0322,D4GZV1,(minD4) MinD/ParA domain protein,0.0,5,175,13.937282229965156,PXD007061,10,Cyt,57999,3.49,-0.37,arCOG00589;arCOG03730,N;S
HVO_0324,D4GZV3,(argS) arginine--tRNA ligase,0.0,28,1608,58.262350936967636,PXD007061,12,Cyt,64995,4.2,-0.37,arCOG00487,J
HVO_0326,D4GZV5,"(ribK) riboflavin kinase, CTP-dependent",0.0,9,118,58.64978902953587,PXD007061,11,Cyt,25943,4.45,-0.38,arCOG01904,H
HVO_0328,D4GZV7,GalE family epimerase/dehydratase,0.0,8,152,39.86486486486486,PXD007061,8,Cyt,31667,4.93,-0.26,arCOG01369,M
HVO_0329,D4GZV8,(ilvE) branched-chain amino acid aminotransferase,0.0,23,1482,80.44871794871794,PXD007061,12,Cyt,34995,4.46,-0.48,arCOG02297,E
HVO_0330,D4GZV9,DUF502 family protein,0.0,4,57,21.02803738317757,PXD007061,9,>=2 TM,23333,4.66,0.31,arCOG04755,S
HVO_0331,D4GZW0,(fadM1) proline dehydrogenase,0.0,5,165,24.372759856630825,PXD007061,11,Cyt,30901,4.52,-0.3,arCOG06322,E
HVO_0334,D4GZW3,"(apt2) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.0,9,533,45.9915611814346,PXD007061,11,Cyt,25446,4.35,0.0,arCOG00031,F
HVO_0337,D4GZW6,(grx1) glutaredoxin,0.0,1,11,13.095238095238095,PXD007061,9,Cyt,9305,3.98,-0.43,arCOG02608,O
HVO_0338,D4GZW7,cro/C1 family transcription regulator,0.0,3,8,12.345679012345679,PXD007061,4,Cyt,35511,4.68,-0.32,arCOG04152,K
HVO_0346,D4GZX3,(rpoH) DNA-directed RNA polymerase subunit H,0.0,5,209,54.666666666666664,PXD007061,6,Cyt,8532,5.1,-0.53,arCOG04258,K
HVO_0347,D4GZX4,(rpoB2) DNA-directed RNA polymerase subunit B'',0.0,32,2321,69.86564299424184,PXD007061,12,Cyt,58860,4.96,-0.55,arCOG01762,K
HVO_0348,D4GZX5,(rpoB1) DNA-directed RNA polymerase subunit B',0.0,29,1783,59.441707717569784,PXD007061,12,Cyt,67720,4.81,-0.51,arCOG01762,K
HVO_0349,D4GZX6,(rpoA1) DNA-directed RNA polymerase subunit A',0.0,33,2358,47.540983606557376,PXD007061,12,Cyt,108846,4.69,-0.57,arCOG04257,K
HVO_0350,D4GZX7,(rpoA2) DNA-directed RNA polymerase subunit A'',0.0,13,762,36.9928400954654,PXD007061,12,Cyt,46112,4.22,-0.3,arCOG04256,K
HVO_0351,D4GZX8,(nusA) transcription elongation factor NusA,0.0,2,107,28.776978417266186,PXD007061,4,Cyt,14980,4.63,-0.03,arCOG01760,K
HVO_0353,D4GZY0,(rps12) 30S ribosomal protein S12,0.0,8,663,57.04225352112676,PXD007061,12,Cyt,15467,9.82,-0.64,arCOG04255,J
HVO_0354,D4GZY1,(rps7) 30S ribosomal protein S7,0.0,9,1309,59.80392156862745,PXD007061,12,Cyt,22601,4.99,-0.6,arCOG04254,J
HVO_0356,D4GZY3,(tef2) translation elongation factor aEF-2,0.0,37,5197,66.57496561210453,PXD007061,12,Cyt,80391,4.63,-0.43,arCOG01559,J
HVO_0357,D4GZY4,ACT domain protein,0.0,5,343,33.86243386243386,PXD007061,8,Cyt,20225,4.45,-0.23,arCOG04396,E
HVO_0358,D4GZY5,(hom1) homoserine dehydrogenase,0.0,10,508,60.88328075709779,PXD007061,10,Cyt,32402,4.3,0.08,arCOG01351,E
HVO_0359,D4GZY6,(tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3,0.0,23,11809,87.41092636579573,PXD007061,12,Cyt,45731,4.55,-0.35,arCOG01561,J
HVO_0360,D4GZY7,(rps10a) 30S ribosomal protein S10a,0.0,3,341,39.21568627450981,PXD007061,12,Cyt,11476,4.87,-0.55,arCOG01758,J
HVO_0379A,A0A1C9J6T2,conserved hypothetical protein,0.0,1,2,9.941520467836257,PXD007061,5,TM C-term,18593,4.29,0.03,nd,nd
HVO_0388,D4H014,(rnr) ribonuclease R,0.0,27,1648,73.80410022779043,PXD007061,12,Cyt,50327,4.63,-0.67,arCOG04686,K
HVO_0390,D4H016,PUA domain protein,0.0,1,14,8.80503144654088,PXD007061,9,Cyt,16694,4.12,0.13,arCOG00985,J
HVO_0392,D4H018,(sepF) probable SepF protein,0.0,3,55,40.67796610169491,PXD007061,8,Cyt,12632,4.31,-0.22,arCOG02263,D
HVO_0393,D4H019,(uvrA) UvrABC system protein A,0.0,34,754,48.83011190233977,PXD007061,12,Cyt,108611,4.7,-0.54,arCOG04694,L
HVO_0396,D4H022,FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase),0.0,7,100,26.38888888888889,PXD007061,9,Cyt,39237,4.85,-0.28,arCOG00570,C
HVO_0397,D4H023,homolog to glycine cleavage system protein T,0.0,11,233,47.397260273972606,PXD007061,11,Cyt,38990,4.49,-0.22,arCOG00757,E
HVO_0399,D4H025,conserved hypothetical protein,0.0,4,203,15.31791907514451,PXD007061,10,Cyt,36027,3.79,-0.89,arCOG04689,S
HVO_0400,D4H026,conserved hypothetical protein,0.0,4,109,45.23809523809524,PXD007061,12,Cyt,13911,4.57,-0.7,arCOG04690,S
HVO_0401,D4H027,UspA domain protein,0.0,7,214,75.0,PXD007061,10,Cyt,16393,4.55,-0.13,arCOG03050,T
HVO_0402,D4H028,DUF124 family protein,0.0,8,809,63.55555555555556,PXD007061,11,Cyt,23980,4.45,-0.04,arCOG01907,S
HVO_0403,D4H029,(glcK) glucokinase,0.0,4,129,23.29192546583851,PXD007061,8,Cyt,33620,4.17,0.01,arCOG04280,K
HVO_0406,D4GRU7,(aubA) probable ribonuclease FAU-1,0.0,13,258,45.94017094017094,PXD007061,11,Cyt,49858,4.35,-0.36,arCOG04307,J
HVO_0407,D4GRU8,conserved hypothetical protein,0.0,1,7,9.67741935483871,PXD007061,10,Cyt,13416,4.24,-0.24,arCOG06312,S
HVO_0408,D4GRU9,PrsW family protein,0.0,5,70,24.057971014492754,PXD007061,7,>=2 TM,35740,4.77,0.7,arCOG02985,T
HVO_0409,D4GRV0,(ribE) riboflavin synthase,0.0,5,168,44.33497536945813,PXD007061,6,Cyt,22131,4.3,0.04,arCOG04713,H
HVO_0414,D4GRV5,peptidase M24 family protein,0.0,6,47,25.130890052356023,PXD007061,8,Cyt,39367,4.63,-0.27,arCOG01003,E
HVO_0415,D4GRV6,(uvrD) repair helicase UvrD,0.0,31,1279,65.58441558441558,PXD007061,12,Cyt,69599,4.57,-0.53,arCOG00797,L
HVO_0417,D4GRV8,(cxp) metal-dependent carboxypeptidase,0.0,19,1108,45.418326693227094,PXD007061,12,Cyt,57324,4.3,-0.62,arCOG04247,E
HVO_0418,D4GRV9,homing endonuclease domain protein,0.0,4,17,9.839357429718875,PXD007061,6,Cyt,57589,5.04,-0.67,arCOG08947;arCOG09398,L;V
HVO_0419,D4GRW0,M20 family amidohydrolase (homolog to succinyl-diaminopimelate desuccinylase),0.0009161704076958314,1,5,4.945054945054945,PXD007061,3,Cyt,38356,4.27,-0.29,arCOG01107,E
HVO_0420,D4GRW1,(mpcT) transducer protein MpcT,0.0,3,35,11.049723756906078,PXD007061,10,Cyt,57113,3.99,-0.08,arCOG02320,N
HVO_0421,D4GRW2,arNOG04375 family protein (homolog to PilT-type ATPase),0.0,20,928,45.68690095846645,PXD007061,12,Cyt,67650,4.51,-0.31,arCOG04116,R
HVO_0423,D4GRW4,conserved hypothetical protein,0.0,2,71,24.03846153846154,PXD007061,9,>=2 TM,10680,5.47,1.13,arCOG02206,S
HVO_0424,D4GRW5,ABCE1 family ribosome recycling factor,0.0,24,862,53.973509933774835,PXD007061,12,Cyt,67213,4.35,-0.44,arCOG00187,J
HVO_0425,D4GRW6,"glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)",0.0009161704076958314,1,2,2.8753993610223643,PXD007061,8,Cyt,33416,4.45,-0.43,arCOG06106,Q
HVO_0427,D4GRW8,(rtcA) RNA 3'-terminal phosphate cyclase,0.0,1,2,4.829545454545454,PXD007061,2,Cyt,36450,4.82,-0.06,arCOG04125,J
HVO_0429,D4GRX0,(amzA) archaemetzincin,0.0,6,87,51.445086705202314,PXD007061,11,Cyt,19272,5.95,-0.4,arCOG00458,E
HVO_0431,D4GRX2,HAD superfamily hydrolase,0.0,8,133,47.88732394366197,PXD007061,10,Cyt,30428,4.09,-0.12,arCOG04692,R
HVO_0433,D4GRX4,(npdG) F420H2:NADP oxidoreductase,0.0,10,454,70.72072072072072,PXD007061,11,Cyt,23324,4.45,-0.12,arCOG00457,R
HVO_0436,D4GRX7,(pdxT) pyridoxal 5'-phosphate synthase subunit PdxT,0.0,2,6,16.831683168316832,PXD007061,6,Cyt,21461,4.19,0.05,arCOG00034,H
HVO_0437,D4GRX8,(secG) protein translocase subunit SecG,0.0,2,56,40.74074074074074,PXD007061,10,TM N-term,5643,9.69,0.39,arCOG02957,U
HVO_0438,D4GRX9,(trxA1) thioredoxin,0.0,3,29,59.550561797752806,PXD007061,10,Cyt,10023,3.79,-0.37,arCOG01972,O
HVO_0441,D4GRY2,beta-lactamase domain protein,0.0,1,61,12.5,PXD007061,7,Cyt,22688,4.35,-0.38,arCOG00504,R
HVO_0444,D4GRY5,(udg3) uracil-DNA glycosylase,0.0,2,4,15.151515151515152,PXD007061,6,Cyt,21116,4.49,-0.27,arCOG00905,L
HVO_0445,D4GRY6,(phnE1) ABC-type transport system permease protein (probable substrate phosphate/phosphonate),0.0,2,79,10.903426791277258,PXD007061,9,>=2 TM,35474,4.82,0.57,arCOG00173,P
HVO_0446,D4GRY7,(phnC1) ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate),0.0,7,152,30.711610486891384,PXD007061,11,Cyt,28850,4.47,-0.26,arCOG00206,P
HVO_0447,D4GRY8,(phnD1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate),0.0,2,95,10.344827586206897,PXD007061,11,Tat; lipobox,36476,3.57,-0.19,arCOG01805,P
HVO_0448,D4GRY9,(hisH) imidazole glycerol-phosphate synthase subunit HisH,0.0,1,4,4.109589041095891,PXD007061,10,Cyt,23379,4.05,-0.19,arCOG00089,E
HVO_0449,D4GRZ0,(pheA) prephenate dehydratase,0.0,10,556,57.83582089552239,PXD007061,10,Cyt,28681,4.51,-0.14,arCOG00255,E
HVO_0450,D4GRZ1,(hsp20A) Hsp20-type molecular chaperone,0.0,2,25,16.296296296296298,PXD007061,11,Cyt,15160,4.23,-0.62,arCOG01832,O
HVO_0452,D4GRZ3,(leuS) leucine--tRNA ligase,0.0,25,975,33.298538622129435,PXD007061,12,Cyt,109495,4.21,-0.6,arCOG00809,J
HVO_0453,D4GRZ4,conserved hypothetical protein,0.0,2,26,26.38888888888889,PXD007061,10,TM N-term,7996,5.99,0.32,arCOG09162,S
HVO_0454,D4GRZ5,(ala) alanine dehydrogenase,0.0,7,151,35.04531722054381,PXD007061,12,Cyt,35564,4.05,-0.14,arCOG01035,E
HVO_0455,O30560,(ths2) thermosome subunit 2,0.0,31,9568,64.09335727109516,PXD007061,12,Cyt,59262,4.21,-0.22,arCOG01257,O
HVO_0463A,L9UM07,conserved hypothetical protein,0.0,2,18,39.705882352941174,PXD007061,2,>=2 TM,7329,6.7,0.76,nd,nd
HVO_0464,D4GS04,(ilvA1) threonine ammonia-lyase,0.0,7,247,28.03970223325062,PXD007061,12,Cyt,43653,4.66,-0.18,arCOG01431,E
HVO_0466,D4GS06,(citZ) citrate synthase,0.0,13,2095,40.89709762532981,PXD007061,12,Cyt,41780,4.37,-0.3,arCOG04237,C
HVO_0467,D4GS07,(pchB) PhoU/TrkA-C domain protein,0.0,20,699,56.46766169154229,PXD007061,10,Cyt,43262,4.39,-0.08,arCOG01963,R
HVO_0469,D4GS09,AstE domain protein,0.0,10,654,45.59748427672956,PXD007061,11,Cyt,33926,5.52,-0.2,arCOG02890,R
HVO_0470,D4GS10,(thrC1) threonine synthase,0.0,7,125,28.61035422343324,PXD007061,9,Cyt,39159,4.42,-0.18,arCOG01434,E
HVO_0473,D4GS13,conserved hypothetical protein,0.0004887585532746823,1,13,21.21212121212121,PXD007061,2,>=2 TM,7254,4.51,0.93,arCOG13591,S
HVO_0474,D4GS14,(pimT) protein-L-isoaspartate O-methyltransferase,0.0,2,5,11.475409836065573,PXD007061,8,Cyt,26431,4.59,-0.27,arCOG00976,O
HVO_0475,D4GS15,probable S-adenosylmethionine-dependent methyltransferase,0.0,4,33,20.833333333333332,PXD007061,10,Cyt,32471,4.6,-0.01,arCOG03411,Q
HVO_0476,D4GS16,UCP015877 family protein,0.0,4,22,28.89908256880734,PXD007061,11,Cyt,23833,4.48,-0.44,arCOG02680,R
HVO_0477,D4GS17,(pepB3) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.0,3,116,14.106583072100314,PXD007061,10,Cyt,33385,4.0,-0.18,arCOG01890,E
HVO_0478,D4GS18,(gap1) glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),0.0004887585532746823,1,3,3.6619718309859155,PXD007061,12,Cyt,38191,4.55,-0.25,arCOG00493,G
HVO_0480,D4GS20,(pgk) phosphoglycerate kinase,0.0,22,1450,70.82294264339153,PXD007061,10,Cyt,43609,4.22,-0.21,arCOG00496,G
HVO_0481,D4GS21,(gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating),0.0,17,3652,80.0,PXD007061,12,Cyt,37633,4.36,-0.23,arCOG00493,G
HVO_0483,D4GS23,ATP-grasp fold protein,0.0,5,21,24.137931034482758,PXD007061,6,Cyt,31455,5.26,-0.3,arCOG01589,H
HVO_0484,D4GS24,(rpl16) 50S ribosomal protein L16,0.0,8,880,48.29545454545455,PXD007061,12,Cyt,19753,8.83,-0.59,arCOG04113,J
HVO_0486,D4GS26,(nucS) endonuclease NucS,0.0,2,5,9.090909090909092,PXD007061,6,Cyt,29120,4.49,-0.62,arCOG01304,L
HVO_0487,D4GS27,FMN-binding domain protein,0.0,3,31,30.4635761589404,PXD007061,3,Cyt,17282,4.55,-0.6,arCOG00512,V
HVO_0491,D4GS31,FMN-binding domain protein,0.0,7,159,60.78431372549019,PXD007061,9,Cyt,17318,4.57,-0.62,arCOG00512,V
HVO_0492,D4GS32,(boa1) HTH-10 family transcription regulator,0.0009161704076958314,1,11,6.976744186046512,PXD007061,4,Cyt,23124,4.46,-0.13,arCOG02280,K
HVO_0493,D4GS33,HTH domain protein,0.0,2,6,21.53846153846154,PXD007061,7,Cyt,14087,4.58,-0.29,arCOG03067,K
HVO_0504,D4GS41,DUF192 family protein,0.0,2,35,23.03030303030303,PXD007061,8,Sec; SPI,17937,4.5,-0.18,arCOG03116,S
HVO_0506,D4GS43,ABC-type transport system ATP-binding/permease protein,0.0,7,110,16.589147286821706,PXD007061,8,>=2 TM,71691,4.43,-0.04,arCOG02841,V
HVO_0507,D4GS44,(cre1) creatininase domain protein,0.0009161704076958314,1,11,5.833333333333333,PXD007061,5,Cyt,25554,4.44,-0.27,arCOG04536,H
HVO_0511,D4GS48,(azf) glucose-6-phosphate 1-dehydrogenase (NAD),0.0,4,85,23.282442748091604,PXD007061,10,Cyt,29347,4.59,-0.59,arCOG04704,M
HVO_0514,D4GS51,DUF309 family protein,0.0004887585532746823,1,2,7.389162561576355,PXD007061,3,Cyt,22404,4.53,-0.43,arCOG09205,R
HVO_0519,D4GS55,(rpa2) replication protein A,0.0,14,508,39.130434782608695,PXD007061,12,Cyt,51007,3.96,-0.42,arCOG01510,L
HVO_0520,D4GS56,(hstA) archaeal histone,0.0,5,33,47.55244755244755,PXD007061,6,Cyt,15752,4.77,-0.12,arCOG02144,L
HVO_0521,D4GS58,"(cca) tRNA adenylyltransferase, CCA-adding",0.0,10,87,30.501089324618736,PXD007061,11,Cyt,50461,4.44,-0.36,arCOG04249,J
HVO_0522,D4GS57,(hda1) HdaI-type histone deacetylase,0.0,4,44,12.759643916913946,PXD007061,7,Cyt,36335,4.24,-0.4,arCOG00324,R
HVO_0530,D4GS63,(tsgA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.0,5,1484,19.693654266958426,PXD007061,12,Tat; lipobox,48119,3.95,-0.36,arCOG00150,G
HVO_0531,D4GS64,(tsgB1) ABC-type transport system permease protein (probable substrate sugar),0.0,6,149,20.62146892655367,PXD007061,7,>=2 TM,39069,5.02,0.42,arCOG00157,G
HVO_0532,D4GS65,(tsgC1) ABC-type transport system permease protein (probable substrate sugar),0.0,3,161,12.738853503184714,PXD007061,6,>=2 TM,34069,4.7,0.66,arCOG00159,G
HVO_0534,D4GS66,(tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar),0.0,7,736,30.026109660574413,PXD007061,10,Cyt,41897,4.03,-0.21,arCOG00177,E
HVO_0536,D4GS68,(dpsA1) ferritin DpsA,0.0,6,371,67.61363636363636,PXD007061,12,Cyt,19892,4.42,-0.5,arCOG01101,P
HVO_0541,D4GS73,(citB2) aconitate hydratase,0.0,30,1817,52.13219616204691,PXD007061,12,Cyt,102147,4.26,-0.28,arCOG01697,C
HVO_0545,D4GS77,conserved hypothetical protein,0.0,4,41,30.303030303030305,PXD007061,9,>=2 TM,17896,4.46,0.02,arCOG03828,K
HVO_0549,D4GSE6,(kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase,0.0,8,355,41.25,PXD007061,11,Cyt,34063,4.15,-0.23,arCOG00014,G
HVO_0551,D4GSE8,(mutLb) DNA mismatch repair protein MutL,0.0,18,235,39.59183673469388,PXD007061,10,Cyt,78681,4.36,-0.55,arCOG01166;arCOG03730,L;S
HVO_0552,D4GSE9,(mutS1b) DNA mismatch repair protein MutS,0.0,15,175,22.294372294372295,PXD007061,11,Cyt,99207,4.51,-0.34,arCOG02896,L
HVO_0558,D4GSF3,(ubaA) SAMP-activating enzyme E1,0.0,4,55,20.37037037037037,PXD007061,10,Cyt,28686,4.21,0.07,arCOG01676,H
HVO_0561,D4GSF6,(rpl15e) 50S ribosomal protein L15e,0.0,5,612,34.183673469387756,PXD007061,12,Cyt,22535,11.14,-1.26,arCOG04209,J
HVO_0565,D4GSG0,(malK) ABC-type transport system ATP-binding protein (probable substrate maltose),0.0,5,89,12.928759894459104,PXD007061,8,Cyt,41717,4.7,-0.41,arCOG00177,E
HVO_0566,D4GSG1,glycoside transferase domain protein,0.0,2,28,3.8922155688622753,PXD007061,5,Cyt,73519,4.33,-0.49,arCOG03285,G
HVO_0568,D4GSG3,TrmB family transcription regulator,0.0,4,61,19.197707736389685,PXD007061,9,Cyt,38267,4.5,-0.09,arCOG02038,K
HVO_0569,D4GSG4,(rio2) RIO-type serine/threonine protein kinase Rio2,0.0,9,190,36.633663366336634,PXD007061,10,Cyt,34442,4.86,-0.43,arCOG01181,T
HVO_0570,D4GSG5,histidine kinase,0.0,9,171,38.17663817663818,PXD007061,11,>=2 TM,36983,4.94,0.18,arCOG02364,T
HVO_0571,D4GSG6,conserved hypothetical protein,0.0,1,45,6.944444444444445,PXD007061,7,Cyt,22900,3.82,0.05,arCOG03101,E
HVO_0572,D4GSG7,(lpl) lipoate--protein ligase domain protein,0.0,3,32,17.454545454545453,PXD007061,10,Cyt,30525,4.72,-0.49,arCOG01939,H
HVO_0573,D4GSG8,(apn1) endonuclease 4,0.0,6,322,35.738831615120276,PXD007061,9,Cyt,31385,4.29,-0.34,arCOG01894,L
HVO_0577,D4GSH3,DUF2082 family protein,0.0,2,4,52.11267605633803,PXD007061,5,Cyt,7547,4.7,-0.34,arCOG05073,R
HVO_0580,D4GSH6,(ncsA) putative tRNA 2-thiolation protein NcsA,0.0,5,41,19.003115264797508,PXD007061,9,Cyt,36135,4.87,-0.52,arCOG00042,J
HVO_0581,D4GSH7,"(ftsZ2) cell division protein FtsZ, type II",0.0,19,672,71.25,PXD007061,10,Cyt,42543,4.58,-0.35,arCOG02201,D
HVO_0583,D4GSH9,CopG/DZR domain protein,0.0,1,2,6.185567010309279,PXD007061,5,Cyt,21214,4.26,-0.75,arCOG01916,R
HVO_0585,D4GSI0,probable oxidoreductase (aldo-keto reductase family protein),0.0,7,221,32.11009174311926,PXD007061,11,Cyt,36186,4.48,-0.36,arCOG01617,C
HVO_0587,D4GSI2,(cbiB) adenosylcobinamide-phosphate synthase,0.0,1,3,7.6158940397351,PXD007061,3,>=2 TM,30600,6.85,0.62,arCOG04274,H
HVO_0588,D4GSI3,(cobS) adenosylcobinamide-GDP ribazoletransferase,0.0,3,64,15.354330708661417,PXD007061,5,>=2 TM,24798,6.4,0.99,arCOG04338,H
HVO_0590,D4GSI5,(cobT) probable nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase,0.0,4,85,18.87323943661972,PXD007061,9,Cyt,35583,4.15,0.06,arCOG04272,H
HVO_0591,D4GSI6,(cobD1) L-threonine-O-3-phosphate decarboxylase,0.0,5,34,28.529411764705884,PXD007061,8,Cyt,36005,4.35,-0.12,arCOG04273,E
HVO_0597,D4GSJ2,OsmC domain protein,0.0,2,20,22.580645161290324,PXD007061,2,Cyt,16628,4.3,-0.18,arCOG03686,O
HVO_0600,D4GSJ5,ACT domain protein,0.0,8,132,58.19209039548023,PXD007061,6,Cyt,19152,4.3,-0.16,arCOG04396,E
HVO_0601,D4GSJ6,(hom2) homoserine dehydrogenase,0.0,4,374,19.303797468354432,PXD007061,7,Sec; SPI,32236,4.1,0.1,arCOG01351,E
HVO_0602,D4GSJ7,(aroD1) 3-dehydroquinate dehydratase,0.0,12,235,51.821862348178136,PXD007061,9,Cyt,27314,4.38,-0.31,arCOG02097,E
HVO_0603,D4GSJ8,(aroD2) 3-dehydroquinate dehydratase,0.0,3,15,20.27027027027027,PXD007061,4,Cyt,24189,4.44,-0.11,arCOG02097,E
HVO_0605,D4GSK1,IclR family transcription regulator,0.0,3,19,14.007782101167315,PXD007061,4,Cyt,28321,4.82,-0.42,arCOG02798,K
HVO_0610,D4GSK6,DUF1468 family protein,0.0,2,10,9.941520467836257,PXD007061,6,>=2 TM,18551,5.55,1.22,arCOG10722,R
HVO_0612,D4GSK8,UspA domain protein,0.0,2,8,30.76923076923077,PXD007061,4,Cyt,15027,4.43,0.08,arCOG03050,T
HVO_0626,D4GSM2,conserved hypothetical protein,0.0,1,11,8.875739644970414,PXD007061,6,Cyt,18565,3.91,-0.12,arCOG02977,S
HVO_0627,D4GSM3,(dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.0,28,1124,44.43207126948775,PXD007061,11,Cyt,97672,4.32,-0.28,arCOG00181;arCOG00184,E
HVO_0628,D4GSM4,(dppA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.0,9,3393,35.54006968641115,PXD007061,12,Tat; lipobox,62780,4.04,-0.5,arCOG01534,E
HVO_0629,D4GSM5,(dppB2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.0,4,146,16.224188790560472,PXD007061,9,>=2 TM,36740,7.98,0.7,arCOG00751,E
HVO_0630,D4GSM7,(dppC2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.0,5,169,25.080385852090032,PXD007061,8,>=2 TM,33135,4.89,0.64,arCOG00748,E
HVO_0632,D4GSN6,sensor box histidine kinase,0.0,2,10,3.0303030303030303,PXD007061,3,Cyt,94112,4.5,-0.34,arCOG02352;arCOG02364;arCOG02367;arCOG06192,T
HVO_0634,D4GSN9,(orc2) Orc1-type DNA replication protein,0.0,4,42,12.5,PXD007061,6,Cyt,45612,4.53,-0.38,arCOG00467,L
HVO_0635,D4GSP0,DUF4129 domain protein,0.0004887585532746823,1,4,3.125,PXD007061,7,Sec; SPI,32449,4.19,0.24,arCOG02170,S
HVO_0636,D4GSP1,conserved hypothetical protein,0.0,3,16,23.157894736842106,PXD007061,3,>=2 TM,20110,5.9,0.04,arCOG06437,S
HVO_0637,D4GSP3,DUF11/DUF58 family protein,0.0,1,2,3.080568720379147,PXD007061,5,>=2 TM,45141,4.98,-0.11,arCOG02742,R
HVO_0639,D4GSP6,(moxR1) AAA-type ATPase (MoxR subfamily),0.0,13,726,53.79746835443038,PXD007061,11,Cyt,34661,4.82,-0.19,arCOG00434,N
HVO_0641,D4GSP8,"(bluB) 5,6-dimethylbenzimidazole synthase BluB",0.0,1,2,5.963302752293578,PXD007061,5,Cyt,24470,5.0,-0.37,arCOG00288,C
HVO_0644,D4GSQ2,(leuA1) 2-isopropylmalate synthase / (R)-citramalate synthase,0.0,13,170,38.28125,PXD007061,8,Cyt,53821,4.65,-0.26,arCOG02092,E
HVO_0645,D4GSQ4,DUF192 family protein,0.0009161704076958314,1,10,10.434782608695652,PXD007061,6,Cyt,12530,4.75,0.0,arCOG03113,S
HVO_0647,D4GSQ7,(guaAa1) GMP synthase (glutamine-hydrolyzing) subunit A,0.0,1,13,8.19672131147541,PXD007061,8,Cyt,20043,3.96,-0.26,arCOG00087,F
HVO_0648,D4GSQ8,DUF2070 family protein,0.0,2,10,3.4536891679748822,PXD007061,10,>=2 TM,67743,4.62,0.34,arCOG04351,I
HVO_0653,D4GSR3,(rpoP) DNA-directed RNA polymerase subunit P,0.0,1,16,25.0,PXD007061,8,Cyt,5085,8.84,-0.58,arCOG04341,K
HVO_0654,D4GSR4,(rpl43e) 50S ribosomal protein L43e,0.0,3,236,40.449438202247194,PXD007061,11,Cyt,9882,10.18,-1.01,arCOG04208,J
HVO_0655,D4GSR5,GalE family epimerase/dehydratase,0.0,9,63,39.589442815249264,PXD007061,7,Cyt,36929,4.63,-0.1,arCOG01369,M
